10:47:16.507 AM , 4 , Returning brainpack results
10:47:16.510 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:44:57.338 AM , 4 , Returning brainpack results
11:44:57.338 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:48:20.805 AM , 4 , Returning brainpack results
11:48:20.805 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:48:32.162 AM , 4 , Returning brainpack results
11:48:32.162 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:48:59.520 AM , 4 , Returning brainpack results
11:48:59.520 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:49:10.789 AM , 4 , Returning brainpack results
11:49:10.789 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:50:11.788 AM , 4 , Returning brainpack results
11:50:11.788 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:50:23.328 AM , 4 , Returning brainpack results
11:50:23.328 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:51:45.110 AM , 4 , Returning brainpack results
11:51:45.110 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:52:06.714 AM , 4 , Returning brainpack results
11:52:06.714 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:52:47.145 AM , 4 , Returning brainpack results
11:52:47.145 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:53:00.898 AM , 4 , Returning brainpack results
11:53:00.898 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:54:15.664 AM , 4 , Returning brainpack results
11:54:15.664 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:54:26.931 AM , 4 , Returning brainpack results
11:54:26.931 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:57:00.228 AM , 4 , Returning brainpack results
11:57:00.228 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
11:57:13.901 AM , 4 , Returning brainpack results
11:57:13.901 AM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
12:00:52.478 PM , 4 , Returning brainpack results
12:00:52.478 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
12:01:06.507 PM , 4 , Returning brainpack results
12:01:06.507 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
12:02:26.348 PM , 4 , Returning brainpack results
12:02:26.348 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM75
<EOL>
12:02:40.994 PM , 4 , Returning brainpack results
12:02:40.994 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM75
<EOL>
12:03:05.667 PM , 4 , Returning brainpack results
12:03:05.667 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM75
<EOL>
12:03:20.357 PM , 4 , Returning brainpack results
12:03:20.357 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM75
<EOL>
12:03:41.143 PM , 4 , Returning brainpack results
12:03:41.143 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
<EOL>
12:04:00.265 PM , 4 , Returning brainpack results
12:04:00.265 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:04:19.983 PM , 4 , Returning brainpack results
12:04:19.983 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:04:35.406 PM , 4 , Returning brainpack results
12:04:35.406 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:05:07.653 PM , 4 , Returning brainpack results
12:05:07.653 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:05:44.094 PM , 4 , Returning brainpack results
12:05:44.094 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:06:16.655 PM , 4 , Returning brainpack results
12:06:16.655 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:06:39.780 PM , 4 , Returning brainpack results
12:06:39.780 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66
HEDDOKO01,COM11
<EOL>
12:08:39.747 PM , 4 , Returning brainpack results
12:08:39.750 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:08:55.146 PM , 4 , Returning brainpack results
12:08:55.146 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:11:53.090 PM , 4 , Returning brainpack results
12:11:53.090 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:12:07.153 PM , 4 , Returning brainpack results
12:12:07.153 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:12:35.454 PM , 4 , Returning brainpack results
12:12:35.454 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:13:07.532 PM , 4 , Returning brainpack results
12:13:07.532 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:14:06.355 PM , 4 , Returning brainpack results
12:14:06.355 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
12:14:23.225 PM , 4 , Returning brainpack results
12:14:23.225 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine>HEDDOKO01,COM11<BPLine><EOL>
13:46:28.643 PM , 4 , Returning brainpack results
13:46:28.643 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:47:24.737 PM , 4 , Returning brainpack results
13:47:24.737 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:48:45.445 PM , 4 , Returning brainpack results
13:48:45.445 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:49:34.240 PM , 4 , Returning brainpack results
13:49:34.240 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:50:43.714 PM , 4 , Returning brainpack results
13:50:43.714 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:52:18.576 PM , 4 , Returning brainpack results
13:52:18.576 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:53:41.304 PM , 4 , Returning brainpack results
13:53:41.304 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:54:12.842 PM , 4 , Returning brainpack results
13:54:12.842 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:55:06.028 PM , 4 , Returning brainpack results
13:55:06.028 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:57:04.714 PM , 4 , Returning brainpack results
13:57:04.714 PM , 5 , Beginning send via socket: 0x46$<EOL>
13:59:31.133 PM , 4 , Returning brainpack results
13:59:31.133 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:06:03.040 PM , 4 , Returning brainpack results
14:06:03.040 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:16:30.550 PM , 4 , Returning brainpack results
14:16:30.550 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:17:23.765 PM , 4 , Returning brainpack results
14:17:23.765 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:18:05.892 PM , 4 , Returning brainpack results
14:18:05.892 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:19:10.705 PM , 4 , Returning brainpack results
14:19:10.705 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:19:38.895 PM , 4 , Returning brainpack results
14:19:38.895 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine><EOL>
14:20:42.308 PM , 4 , Returning brainpack results
14:20:42.308 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine><EOL>
14:21:03.826 PM , 4 , Returning brainpack results
14:21:03.826 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine><EOL>
14:21:19.241 PM , 4 , Returning brainpack results
14:21:19.241 PM , 5 , Beginning send via socket: 0x46$<EOL>
14:22:07.745 PM , 4 , Returning brainpack results
14:22:07.745 PM , 5 , Beginning send via socket: 0x46$HEDDOKO06,COM66<BPLine><EOL>
14:22:35.348 PM , 4 , Returning brainpack results
14:22:35.348 PM , 5 , Beginning send via socket: 0x46$<EOL>
